CALL #(Item)	TITLE	BARCODE		
618.175 W	"Menopause : change, choice and HRT / Dr Barry G. Wren   Margaret Stephenson Meere."	31182033408419		
618.178 C	"The fertility diet / Groundbreaking Research Reveals Natural Ways to Boost Ovulation & Improve Your Chances of Getting Pregnant by Jorge Chavarro, Walter C. Willett, and Patrick J. Skerrett."	31182018549369		
618.178 M	Get a life : his & hers survival guide to IVF / Richard Mackney & Rosie Bray.	31182034452606		
618.178 O	"How to conceive naturally : and have a healthy pregnancy after 30 / Christa Orecchio, CN, HHC and Willow Buckley, CCH, CD(DONA)   foreword by Sara Gottfried, MD."	31182033539577		
618.178 S	"In vitro fertilization : the A.R.T. of making babies (assisted reproductive technology) / Geoffrey Sher, Virginia Marriage Davis, Jean Stoess."	31182020846639		
618.178 S	"The kind mama : a simple guide to supercharged fertility, a radiant pregnancy, a sweeter birth, and a healthier, more beautiful beginning / Alicia Silverstone   photography by Amy Neusinger."	31182020963640		
618.19 A	Breast cancer surgery and reconstruction : what's right for you / Patricia Anstett   with photography by Kathleen Galligan.	31182033987503		
618.19 L	"Dr. Susan Love's breast book / Susan M. Love, M.D.   with Elizabeth Love and Karen Lindsey   illustrations by Marcia Williams."	31182033506352		
618.2 C	Birth : the surprising history of how we are born / Tina Cassidy.	31182017371443		
618.2 C	Windows to the womb : revealing the whole baby from conception to birth / David B. Chamberlain.	31182019691905		
618.2 D	The essential homebirth guide : for families planning or considering birthing at home / Jane E. Drichta and Jodilyn Owen   with foreword by Dr. Christiane Northrup.	31182019767556		
618.2 F	Common sense pregnancy : navigating a healthy pregnancy & birth for mother & baby / Jeanne Faulkner   foreword by Christy Turlington Burns and Erin Thornton.	31182033676015		
618.2 G	Bumpology : the myth-busting pregnancy book for curious parents-to-be / Linda Geddes.	31182020941364		
618.2 K	"A book for midwives : care for pregnancy, birth, and women's health / Susan Klein, Suellen Miller, and Fiona Thompson."	31182017051003		
618.2 L	Feed the belly : the pregnant mom's healthy eating guide / Frances Largeman-Roth.	31182018659341		
618.2 M	Labor of Love : A Midwife's Memoir	31182019951192		
618.2 O	Expecting better : how to fight the pregnancy establishment with facts / Emily Oster.	31182020536271		
618.2 P	"The pregnancy encyclopedia : all your questions answered / consultant editor, Paula Amato, M.D.   editor-in-chief, Dr. Chandrima Biswas, consultant obstetrician."	31182033574301		
618.2 R	Relieving pelvic pain during and after pregnancy : how women can heal chronic pelvic instability / Cecile C.M. Röst   with contributions from Christine Buttinger ... [et al.].	31182017974964		
618.2 R	"The natural pregnancy book : your complete guide to a safe, organic pregnancy and childbirth with herbs, nutrition, and other holistic choices / Aviva Jill Romm   foreword by Ina May Gaskin."	31182021128540		
618.2 R	"Strong as a mother : how to stay healthy, happy, and (most importantly) sane from pregnancy to parenthood : the only guide to taking care of you! / Kate Rope."	31182034690593		
618.2 W	"The midwife : a memoir of birth, joy, and hard times / Jennifer Worth   clinical editor, Terri Coates."	31182018500289		
618.24 G	"Dreaming for two : the hidden emotional life of expectant mothers / Sindy Greenberg, Elyse Kroll, and Hillary Grill."	31182015356099		
618.24 R	Your vegetarian pregnancy : a month-by-month guide to health and nutrition / Holly Roberts.	31182015986614		
618.3 M	"Pelvic health and childbirth : what every woman needs to know / by Magnus Murphy, and Carol L. Wasson   foreword by Linda Brubaker."	31182015659369		
618.364 D	"Diabetes and pregnancy : a guide to a healthy pregnancy for women with type 1, type 2, or gestational diabetes / [edited by] David A. Sacks."	31182019168284		
618.39 S	"The big lie : motherhood, feminism, and the reality of the biological clock / Tanya Selvaratnam."	31182020910880		
618.4 S	"Dreambirth : transforming the journey of childbirth through imagery / Catherine Shainberg, PhD."	31182020874474		
618.45 D	"Orgasmic birth : your guide to a safe, satisfying, and pleasurable birth experience / by Elizabeth Davis and Debra Pascali-Bonaro."	31182019913705		
618.45 G	The yoga birth method : a step-by-step guide for natural childbirth / Dorothy Guerra.	31182020557673		
618.76 F	Beyond the baby blues : anxiety and depression during and after pregnancy / Rebecca Fox Starr with Amy Wenzel.	31182034654961		
618.76 K	"This isn't what I expected : overcoming postpartum depression / Karen R. Kleiman, MSW, LCSW, and Valerie Davis Raskin, MD."	31182033541474		
618.76 S	"Overcoming postpartum depression & anxiety / Linda Sebastian, A.R.N.P."	31182034235159		
618.92 C	"Special-needs kids eat right : strategies to help kids on the autism spectrum focus, learn, and thrive / Judy Converse."	31182018489236		
618.92 F	"Girl in glass : how my  distressed baby  defied the odds, shamed a CEO, and taught me the essence of love, heartbreak, and miracles / Deanna Fei."	31182033685891		
618.92 F	Juniper : the girl who was born too soon / Kelley and Thomas French.	31182034136209		
618.92 H	"The sound of hope : recognizing, coping with, and treating your child's auditory processing disorder / Lois Kam Heymann   with a foreword by Rosie O'Donnell."	31182019891729		
618.92 H	"Finding Lina : a mother's journey from autism to hope / Helena Hjalmarsson, M.A., L.C.S.W., L.P.   preface by Amanda Friedman, director, Emerge & See Education Center."	31182020600671		
618.92 M	Green baby / by Susannah Marriott   consultant editor Lawrence Rosen.	31182018092097		
618.92 M	The everyday advocate : standing up for your child with autism or other special needs / Areva Martin.	31182019682953		
618.92 S	"Life, animated : a story of sidekicks, heroes, and autism / Ron Suskind."	31182020949276		
618.92 U	"Understanding the NICU : what parents of preemies and other hospitalized newborns need to know / Jeanette Zaichkin, RN, MN, NNP-BC, editor in chief   Gary Weiner, MD, FAAP, contributing editor  David Loren, MD, FAAP, contributing editor."	31182034193218		
618.92 V	"Colic solved : the essential guide to infant reflux and the care of your crying, difficult-to-soothe baby / Bryan Vartabedian."	31182018481761		
618.92 W	"Your child's hearing loss : a guide for parents / Debby Waldman, Jackson Roush."	31182018854918		
618.92 W	Fragile beginnings : discoveries and triumphs in the newborn ICU / Adam Wolfberg.	31182019303345		
618.923 W	Always the fat kid : the truth about the enduring effects of childhood obesity / Jacob Warren and K. Bryant Smalley.	31182019775831		
618.924 C	Diabetes and me : an essential guide for kids and parents / text by Kim Chaloner   illustrated by Nick Bertozzi.	31182020918503		
618.928 A	"Autism spectrum disorders : what every parent needs to know / editors, Alan I. Rosenblatt, Paul S. Carbone   with Winnie Yu."	31182019595239		
618.928 A	From like to love for young people with asperger's syndrome or mild autism : learning how to express and enjoy affection with family and friends / Tony Attwood and Michelle Garnett.	31182020968441		
618.928 A	"The ADHD advantage : what you thought was a diagnosis may be your greatest strength / Dale Archer, MD."	31182033851386		
618.928 B	The spark : a mother's story of nurturing genius / Kristine Barnett.	31182020460118		
618.928 C	Not even wrong : adventures in autism / Paul Collins.	31182016080672		
618.928 C	Tics and Tourette syndrome : a handbook for parents and professionals / Uttom Chowdhury   foreword by Isobel Heyman.	31182017524520		
618.928 C	Making sense of autistic spectrum disorders : create the brightest future for your child with the best treatment options / James Coplan.	31182019887784		
618.928 C	The guide to good health for teens & adults with Down syndrome / by Brian Chicoine and Dennis McGuire.	31182020143813		
618.928 C	Late-talking children : a symptom or a stage?.	31182033711481		
618.928 D	The boy who loved tornadoes : a mother's story / Randi Davenport.	31182019085074		
618.928 F	If your adolescent has an anxiety disorder : an essential resource for parents / Edna B. Foa and Linda Wasmer Andrews.	31182017184887		
618.928 F	The dyslexia empowerment plan : a blueprint for renewing your child's confidence and love of learning / Ben Foss.	31182020551361		
618.928 G	If your adolescent has schizophrenia : an essential resource for parents / Raquel E. Gur and Ann Braden Johnson.	31182017217612		
618.928 G	Three times the love : finding answers and hope for our triplets with autism / Lynn and Randy Gaston.	31182018740505		
618.928 G	"Overcoming ADHD : helping your child become calm, engaged, and focused-- without a pill / Stanley I. Greenspan   with Jacob Greenspan."	31182018742667		
618.928 G	"Back to normal : why ordinary childhood behavior Is mistaken for ADHD, bipolar disorder, and Autism Spectrum Disorder / Enrico Gnaulati."	31182020569876		
618.928 H	An introduction to dyslexia for parents and professionals / Alan M. Hultquist.	31182017406108		
618.928 J	Autism handbook for parents : facts and strategies for parenting success / Janice E. Janzen.	31182018494517		
618.928 M	"Autism : the scientific truth about preventing, diagnosing, and treating autism spectrum disorders-- and what parents can do now / Robert Melillo."	31182019677615		
618.928 R	The ADD/ADHD checklist / by Sandra F. Rief.	31182018285790		
618.928 R	Parenting girls on the autism spectrum : overcoming the challenges and celebrating the gifts / Eileen Riley-Hall   foreword by Shana Nichols.	31182019534055		
618.928 R	The real experts readings for parents of autistic children edited by Michelle Sutton.	31182034205574		
618.928 S	"The sensory-sensitive child : practical solutions for out-of-bounds behavior / Karen A. Smith, Karen R. Gouze."	31182016061680		
618.928 S	"When your child has Asperger's syndrome : get the right diagnosis, understand treatment options, help your child cope / William Stillman."	31182018202357		
618.928 S	The autism answer book / by William Stillman.	31182018502657		
618.928 S	ADHD does not exist : the truth about attention deficit and hyperactivity disorder / Richard Saul.	31182020932009		
618.928 S	"ADHD nation : children, doctors, big pharma, and the making of an American epidemic / Alan Schwarz."	31182033986489		
618.928 W	Gross motor skills in children with Down syndrome : a guide for parents and professionals / Patricia C. Winders.	31182015337313		
618.928 W	"A disease called childhood : why ADHD became an American epidemic / Marilyn Wedge, PhD."	31182033454462		
618.929 B	"The parent's guide to food allergies : clear and complete advice from the experts on raising your food-allergic child / Marianne S. Barber, with Maryanne Bartoszek Scott and Elinor Greenberg   foreword by Hugh A. Sampson."	31182016280306		
618.97 A	"H.O.P.E for the Alzheimer's journey  : help, organization, preparation, and education for the road ahead / Carol B. Amos."	31182034690403		
620 M	Applied minds : how engineers think / Guru Madhavan.	31182033609214		
620.002 Y	"Handyman in-your-pocket / compiled by Richard A. Young, Thomas J. Glover."	31182015614067		
620.004 G	AutoCAD 2013 and AutoCAD LT 2013 : no experience required / Donnie Gladfelter.	31182020511241		
620.004 H	AutoCAD 2014 : beginning and intermediate / by Munir M. Hamad.	31182020603303		
620.004 P	To forgive design : understanding failure / Henry Petroski.	31182020874938		
620.1 R	Understanding basic mechanics / Frederick Reif.	31182013780027		
620.11 M	Stuff matters : exploring the marvelous materials that shape our manmade world / Mark Miodownik.	31182020985916		
620.12 C	"Know your woods : a complete guide to trees, woods, and veneers / Albert J. Constantine, Jr."	31182016812017		
620.5 S	The dance of molecules : how nanotechnology is changing our lives / Ted Sargent.	31182017307884		
620.5 W	Understanding the nanotechnology revolution / Edward L. Wolf and Manasa Medikonda.	31182020844220		
620.82 C	"Set phasers on stun : and other true tales of design, technology, and human error / Steven Casey."	31182017152132		
621.310 T	Retro-electro : collecting technology from Atari to Walkman / [Pepe Tozzo].	31182016747890		
621.319 A	Advanced home wiring.	31182021219653		
621.319 C	Wiring 101 : 25 projects you really can do yourself / by Jodie Carter.	31182017411934		
621.319 C	Wiring a house / Rex Cauldwell.	31182021112890		
621.319 D	"Wiring : step-by-step / [managing editor, Fran J. Donegan]."	31182018741107		
621.319 F	Quick & basic house wiring : an easy guide to the electrical wiring inside your walls / : Carol Fey.	31182016838129		
621.319 H	Code check electrical : an illustrated guide to wiring a safe house / Douglas Hansen and Redwood Kardon   illustrated by Paddy Morrissey.	31182021037592		
621.319 H	Code check electrical : an illustrated guide to wiring a safe house / Douglas Hansen and Redwood Kardon   illustrated by Paddy Morrissey.	31182021037600		
621.319 M	The complete PC upgrade & maintenance guide / Mark Minasi.	31182015607715		
621.319 M	Illustrated guide to the National Electrical Code / Charles R. Miller.	31182016687450		
621.381 B	"Complete electronics : self-teaching guide with projects / Earl Boysen, Harry Kybett."	31182020518675		
621.381 G	Electronics workshop companion for hobbyists / Stan Gibilisco.	31182033662338		
621.381 G	How to diagnose and fix everything electronic / Michael Geier.	31182033733758		
621.381 L	Electronics all-in-one for dummies / by Doug Lowe.	31182034177310		
621.384 S	Ham radio for dummies / by H. Ward Silver.	31182020552138		
621.391 P	PC upgrade and repair bible : desktop edition / Barry Press and Marcia Press.	31182016108937		
621.391 R (2003)	Winn L. Rosch hardware bible.	31182015711061		
621.43 C	Briggs & Stratton 4-stroke single cylinder horizontal crankshaft : tune-up & repair manual / by Joan and Clarence Coles.	31182016819855		
621.434 D	How to repair Briggs & Stratton engines / Paul Dempsey.	31182016772948		
621.434 D	Small gas engine repair / Paul Dempsey.	31182020499462		
621.434 S	"Small engines and outdoor power equipment : a care & repair guide for lawnmowers, snowblowers & small gas-powered implements / edited by Peter Hunn."	31182020967260		
621.46 M	"Small electric motors : use, selection, operation, repair, and maintenance / by Rex Miller and Mark Richard Miller."	31182012660329		
621.484 C	A piece of the sun : the quest for fusion energy / Daniel Clery.	31182020508148		
621.9 D	Tools : a tool-by-tool guide to choosing and using 150 home essentials / Steve Dodds.	31182016754748		
621.9 S	Sharpening basics / Patrick Spielman.	31182009630582		
621.909 N	Tools rare and ingenious : celebrating the world's most amazing tools / written and photographed by Sandor Nagyszalanczy.	31182016294968		
621.988 B	"Design for 3D printing : scanning, creating, editing, remixing, and making in three dimensions / Samuel N. Bernier, Bertier Luyt & Tatiana Reinhard   foreword by Carl Bass, CEO of Autodesk."	31182033733980		
623.4 D	"Genius weapons : artificial intelligence, autonomous weaponry, and the future of warfare / Louis A. Del Monte."	31182034676980		
623.4 V	Extremely loud : sound as a weapon / Juliette Volcler   translated from the French by Carol Volk.	31182020843404		
623.403 W	The illustrated encyclopedia of weaponry : from flint axes to automatic weapons / Chuck Wills in association with the Berman Museum of World History.	31182033853994		
623.409 D	Arms and armour of the english civil wars.	31182034878354		
623.41 T	"Startalk : everything you ever need to know about space travel, sci-fi, the human race, the universe, and beyond / with Neil deGrasse Tyson."	31182034739689		
623.412 B	German guns of the Third Reich / 1939-1945 Ian Baxter.	31182018286848		
623.442 C	The gun / C.J. Chivers.	31182020054259		
623.66 N	Graphic war : the secret aviation drawings and illustrations of World War II / Donald Nijboer.	31182016847492		
623.7 B	B-17 Flying Fortress units of the Pacific War / Martin Bowman.	31182016359399		
623.7 L	Focke-Wulf Fw 190 / Malcolm V. Lowe   [edited by Tony Holmes].	31182016359233		
623.7 O	Consolidated B-24 Liberator / Michael O'Leary.	31182016366592		
623.74 D	Vietnam choppers : helicopters in battle 1950-75 Simon Dunstan.	31182016361353		
623.74 D	US military vehicles field guide : World War II - present / David Doyle.	31182017051557		
623.743 S	Zeppelins : German airships 1900-40 / Charles Stephenson   illustrated by Ian Palmer.	31182016426511		
623.746 B	US Army AH-1 Cobra units in Vietnam / Jonathan Bernstein   [illustrated by Jim Laurier   edited by Tony Holmes].	31182017298687		
623.746 C	Kill chain : the rise of the high-tech assassins / Andrew Cockburn.	31182033441253		
623.746 L	Boeing's B-47 Stratojet / by Alwyn T. Lloyd.	31182016886821		
623.746 M	"Make: DIY drone and quadcopter projects : a collection of drone-based essays, tutorials, and projects / from the editors of Make:."	31182033868117		
623.746 O	Boeing B-17 Flying Fortress / Michael O'Leary.	31182016360918		
623.747 Z	Jeeps 1941-45 / Steven J. Zaloga   illustrated by Hugh Johnson.	31182017115873		
623.8 H	Jane's submarines : war beneath the waves from 1776 to the present day / Robert Hutchinson.	31182017427799		
623.803 S	"Chapman the sailor's lexicon : the classic source for more than 15,000 nautical terms / W.H. Smyth."	31182017147751		
623.82 G	Modern U.S. Navy submarines / Robert Genat and Robin Genat.	31182017456772		
623.82 K	"The pirate ship, 1660-1730 / Angus Konstam   illustrated by Tony Bryan."	31182017445049		
623.82 M	Historic ship models / Wolfram zu Mondfeld.	31182016811969		
623.82 P	Ships of the world : an historical encyclopedia / Lincoln P. Paine   with contributions by James H. Terry and Hal Fessenden.	31182034206234		
623.82 R	Model ships from scratch / Scott Robertson.	31182014054711		
623.82 S	How to build Egyptian boat models : patterns and instructions for three royal vessels / Jack Sintich.	31182017950097		
623.823 V	Power boating for dummies / Randy Vance.	31182018710565		
623.825 H	The world encyclopedia of battleships and cruisers : a complete illustrated history of international naval warships from 1860 to the present day shown in over 1200 archive photographs / Peter Hore and Bernard Ireland.	31182020734165		
623.825 I	"The world encyclopedia of aircraft carriers and naval aircraft : an illustrated history of aircraft carriers and the navel aircraft that launch from them, from the first airships and zeppelins through to today's modern warships and jets / Bernard Ireland and Francis Crosby."	31182019282697		
623.825 R	"Submarines, 1914-present / David Ross."	31182019618601		
623.825 S	"Imperial Japanese Navy aircraft carriers, 1921-45 / Mark Stille   illustrated by Tony Bryan."	31182016720871		
623.872 C	Troubleshooting marine diesels / Peter Compton.	31182016945924		
623.872 C	"Clymer Yanmar diesel inboard shop manual : one, two & three cylinder engines."	31182017218693		
623.888 J	Basic illustrated knots for the outdoors / Cliff Jacobson   illustrations by Lon Levin.	31182018736222		
623.888 M	"The splicing handbook : techniques for modern and traditional ropes / Barbara Merry, with John Darwin."	31182017345488		
623.888 P	The handbook of knots / Des Pawson.	31182018736230		
623.888 P	Pocket guide to knots / Lindsey Philpott.	31182018736263		
623.89 B	"A visual cruising guide to the southern New England coast : New London, CT, to Portsmouth, NH / James L. Bildner."	31182018890177		
624.09 H  39.95	Structures : the way things are built / Nigel Hawkes.	31182009211136		
624.171 G	"Structures, or, why things don't fall down : or why things don't fall down / J.E. Gordon."	31182017342139		
624.209 B	Bridges : three thousand years of defying nature / David J. Brown.	31182017131789		
624.209 W	Crossing the Hudson : historic bridges and tunnels of the river / Donald E. Wolf.	31182019948180		
625.1 N	"The historic railroad : a guide to museums, depots, and excursions in the United States / by John R. Norris and Joann Norris."	31182013635767		
625.19 M	"Lionel, a collector's guide and history / by Tom McComas & James Tuohy   color photography by Jack Lane   black & white photography by Tom McComas."	31182013361125		
625.26 B	The art of the locomotive / by Ken Boyd.	31182021129357		
625.266 L	Evolution of the American diesel locomotive / J. Parker Lamb.	31182018267202		
627 K	Canals / Robert J. Kapsch.	31182017982009		
629 S	Airliners Worldwide : over 100 current airliners described and illustrated in colour	31182016887050		
629 W	Peacemakers : Arms And Adventure In The American West	31182016819988		
629.045 J	"Time and navigation : the untold story of getting from here to there / Andrew K. Johnston, Roger D. Connor, Carlene E. Stephens, Paul E. Ceruzzi."	31182020877311		
629.13 E EARHART	Amelia Earhart : the mystery solved / Elgen M. Long and Marie K. Long.	31182014536212		
629.13 M	The Wright brothers / David McCullough.	31182033665976		
629.13 O	Fly girls : how five daring women defied all odds and made aviation history / Keith O'Brien.	31182034651462		
629.130 J	Amelia Earhart : beyond the grave / W.C. Jameson.	31182033570374		
629.132 H	Flying's strangest moments : extraordinary but true stories from over 1000 years of aviation history / John Harding.	31182017425975		
629.132 L	EMD F-Unit locomotives / Brian Solomon.	31182017427757		
629.132 L	Drones for Dummies / Mark LaFay.	31182033467761		
629.133 A	"Modelismo aplicado, aviones. English."	31182017299255		
629.133 B	"Building your own drones : a beginner's guide to drones, UAVs, and ROVs / John Baichtal."	31182033726687		
629.133 B BOEING	Boeing 707 : pioneer jetliner / René J. Francillon.	31182014582893		
629.133 E	The X-15 rocket plane : flying the first wings into space / Michelle Evans   foreword by Joe H. Engle.	31182019807287		
629.133 O	"Postwar aircraft / series editor, Rodrigo Hernandez Cabos."	31182016358599		
629.2 S	No one at the wheel : driverless cars and the road of the future / Samuel I. Schwartz with Karen Kelly.	31182034701762		
629.22 B	"Drive the best for the price : how to buy a used automobile, sport-utility vehicle, or minivan and save money / Kyle Busch"	31182015976169		
629.22 B	Bicycle : the definitive visual history.	31182033837310		
629.22 D	Volvo / Richard Dredge.	31182016042805		
629.22 Z	Hot Wheels accessories : the ultimate guide / Michael Zarnock.	31182016847393		
629.221 G	"American toy cars & trucks, 1894-1942 / Lillian Gottschalk   photographs by Bill Holland."	31182009661355		
629.222 A	Automobiles of the '60s / by the auto editors of Consumer guide.	31182014749708		
629.222 B	Jaguar : fifty years of speed and style / Martin Buckley.	31182016114737		
629.222 C	The corvette in the barn : more great stories of automotive archaeology / Tom Cotter   foreword by Keith Martin.	31182020014980		
629.222 H	Everything women always wanted to know about cars : but didn't know who to ask / Lesley Hazleton.	31182013225429		
629.222 L	Standard catalog of Mercedes-Benz / Jim Luikens with Mary Hedberg.	31182018726298		
629.222 P	The life of the automobile : the complete history of the motor car / Steven Parissien.	31182020983531		
629.222 R	The people's car : a global history of the Volkswagen Beetle / Bernhard Rieger.	31182019777563		
629.224 H	Big rigs : the complete history of the American semi truck / text and photography by Stan Holtzman.	31182017348458		
629.225 W	Fire engines from around the world / Neil Wallington.	31182017456939		
629.225 Y	Antique tractor bible / Spencer Yost.	31182014580335		
629.227 A	The history of cycling in fifty bikes / Tom Ambrose.	31182020844394		
629.227 H	"Choosing, using & maintaining your electric bicycle : the essential buyer's guide / your expert: Peter Henshaw."	31182034004308		
629.244 J	"Automatic transmissions & transaxles / by Chris Johanson, James E. Duffy."	31182016775347		
629.25 H	How to blueprint & build a 4-cylinder short block for high-performance / Des Hammill	31182016043324		
629.25 H	"How to power tune Ford V8 221, 255, 260, 289, 302 & 351cu in smallblock engines, for road & track / Des Hammill."	31182016426545		
629.25 W	"Street turbocharging : design, fabrication, installation and tuning of high performance turbocharger systems / Mark Warner."	31182017415117		
629.25 W	Diesel performance handbook for pickups and SUVs / Ben Watson.	31182018722834		
629.254 M	"How to troubleshoot, repair, and modify motorcycle electrical systems / by Tracy Martin."	31182021030035		
629.26 P	"How to paint your car / Dennis W. Parks, David H. Jacobs, Jr."	31182016340399		
629.26 P	Automotive paint handbook : paint technology for auto enthusiasts & body shop professionals / John Pfanstiehl.	31182016968959		
629.26 P	The complete guide to auto body repair / by Dennis W. Parks.	31182033737569		
629.26 T	"How to paint classic cars : tips, techniques & step-by-step procedures for preparation & painting / Martin Thaddeus."	31182016773029		
629.26 T	"Auto body : repairing and refinishing / William K. Toboldt, Terry L. Richardson."	31182016983925		
629.262 L	How to restore metal auto trim / Jeff Lilly.	31182016943606		
629.28 B	Everyday bicycling : how to ride a bike for transporation (whatever your lifestyle) / Elly Blue.	31182033450049		
629.28 F	Performance welding handbook / Handbook Richard Finch.	31182017415109		
629.28 G	Auto upkeep : basic car care / Michael E. Gray.	31182016343765		
629.28 K	Advanced custom paint techniques / Jon Kosmoski.	31182016339904		
629.28 S	"Complete automotive welding : metals and plastics / Robert Scharff, Dave Caruso."	31182011250163		
629.28 S	"The bike to work guide : save gas, go green, get fit / Roni Sarig, with Paul Dorn."	31182018979327		
629.28 S	Auto repair for dummies / by Deanna Sclar.	31182034765940		
629.28 V	The Volkswagen Super Beetle handbook : a restoration guide for 1971-1974 models / from the editors of VW trends magazine.	31182017422840		
629.28 V	Simple bicycle repair : bicycle maintenance and repair made easy / Rob van der Plas.	31182033565549		
629.284 H	"How to ride a motorcycle : a rider's guide to strategy, safety, and skill development / by Pat Hahn."	31182016952656		
629.287 B	Woodall's RV owner's handbook / Gary Bunzer.	31182016811134		
629.287 B	Bike repair & maintenance for dummies / by Dennis Bailey and Keith Gates.	31182020875059		
629.287 B	The beginner's guide to classic motorcycle restoration / Ricky Burns.	31182021128854		
629.287 B	Girls auto clinic glove box guide / Patrice Banks   illustrations by Dianne Castillo.	31182034366202		
629.287 C	Chilton's General Motors Celebrity/Century/Cutlass Ciera/6000 1982-96 repair manual.	31182016406984		
629.287 C	Chilton's Honda CR-V/Odyssey 1995-00 repair manual.	31182016415845		
629.287 C	"Chilton's Chrysler Colt/Challenger/Conquest/Vista 1971-89 repair manual / editor, Dawn M. Hoch."	31182016460189		
629.287 C	Chilton's Dodge pick-ups 2002-05 repair manual / John A Wegman.	31182017730457		
629.287 F	Porsche 911 performance : building the ultimate 911 for high-performance street or road racing / Mitchell Sam Rossi.	31182017414904		
629.287 F	Caring for Your Car : How to Maintain & Service Your Car / Trevor Fry.	31182019290690		
629.287 H	Chilton's General Motors Deville/Seville 1999-05 repair manual / Bob Henderson.	31182017924225		
629.287 H	Chilton's Ford Mustang 1994-04 repair manual / by George B. Heinrich III and Robert Maddox.	31182018306240		
629.287 I INTERNATIONAL HARVESTER	International Scout gold portfolio 1961-1980 / compiled by R.M. Clarke.	31182014810971		
629.287 J	"Ultimate auto detailing projects / by David H. Jacobs, Jr.   photography by Colin Date."	31182016343781		
629.287 L	Jeep owner's bible : a hands-on guide to getting the most from your jeep / by Moses Ludel.	31182013891741		
629.287 L	Women's car DIY manual / Caroline Lake.	31182021106041		
629.287 P	How to build a cheap hot rod / Dennis W. Parks.	31182017923854		
629.287 S	Mountain bikes : maintenance and repair / John Stevenson.	31182010294238		
629.287 T	10-minute tech. Volume 2 : more than 600 practical and money-saving ideas from fellow RVers.	31182016043340		
629.287 V VOLKSWAGEN	"Original VW bus / by Laurence Meredith   additional research by Michael Steinke   photography by Rowan Isaac, Dieter Rebmann and James Mann   edited by Mark Hughes."	31182014541725		
629.4 P	"Space 2.0 : how private spaceflight, a resurgent NASA, and international partners are creating a new space age / Rod Pyle."	31182034739671		
629.407 H	"Rise of the rocket girls : the women who propelled us, from missiles to the moon to Mars / Nathalia Holt."	31182033899096		
629.409 T	Space chronicles : facing the ultimate frontier / Neil deGrasse Tyson   edited by Avis Lang.	31182019313724		
629.435 S	"Roving Mars : Spirit, Opportunity, and the exploration of the Red Planet / Steve Squyres."	31182016773243		
629.45 H	An astronaut's guide to life on Earth / Chris Hadfield.	31182020843792		
629.45 M	Riding rockets : the outrageous tales of a space shuttle astronaut / Mike Mullane.	31182017112417		
629.45 S	How to live in space : everything you need to know for the not-so-distant future / Colin Stuart.	31182034673243		
629.45 S  22.95	Opening the space frontier / Ray Spangenburg and Diane Moser.	31182008884818		
629.450 S	Sally Ride : America's first woman in space / Lynn Sherr.	31182020996384		
629.455 K	"The future of humanity : terraforming Mars, interstellar travel, immortality, and our destiny beyond Earth / Michio Kaku."	31182034451822		
629.477 G	Spacesuit : a history through fact and fiction / Brett Gooden.	31182019691913		
630 H	"Practical homestead : the backyard handbook for growing food, raising animals, & nurturing your land / Paul Heiney."	31182019948016		
630 S	The self-sufficient life and how to live it : the complete back-to-basics guide / John Seymour with Will Sutherland.	31182018742790		
630.2 V	"Grocery gardening : planting, preparing and preserving fresh food / Jean Ann Van Krevelen   with Amanda Thomsen, Robin Ripley, and Teresa O'Connor."	31182019015253		
630.68 P	Farming while Black : Soul Fire Farm's practical guide to liberation on the land / Leah Penniman   foreword by Karen Washington.	31182034699057		
630.917 F	"Urban farming : sustainable city living in your backyard, in your community, and in the world / by Thomas J. Fox."	31182020686613		
630.917 S	Grow your own : how to be an urban farmer / Angus Stewart & Simon Leake.	31182034578772		
630.917 T	"Your farm in the city : an urban dweller's guide to growing food and raising livestock / Lisa Taylor, and the gardeners of Seattle Tilth."	31182020261631		
630.92 P	"Gaining ground : a story of farmers' markets, local food, and saving the family farm / Forrest Pritchard."	31182020460019		
630.973 C	"The urban farm handbook : city-slicker resources for growing, raising, sourcing, trading, and preparing what you eat / Annette Cottrell and Joshua McNichols   photography by Harley Soltes."	31182019234623		
630.974 H	My empire of dirt : how one man turned his big city backyard into a farm / Manny Howard.	31182019887966		
631 M	Dirt : the erosion of civilizations / David R. Montgomery.	31182019388544		
631.521 J	Seedswap : the gardener's guide to saving and swapping seeds / Josie Jeffery.	31182021069694		
631.53 R	"The gardener's guide to propagation : step-by-step instructions for creating plants for free, from propagating seeds and cuttings to dividing, layering and grafting / Richard Rosenfeld."	31182020703889		
631.583 H	Gardening under lights : the complete guide for indoor growers / Leslie F. Halleck.	31182034701739		
631.584 G	"Whitewash : the story of a weed killer, cancer, and the corruption of science / Carey Gillam."	31182034412196		
631.584 K	"The dirty life : on farming, food, and love / Kristin Kimball."	31182020054069		
631.584 L	"Homegrown tea : an illustrated guide to planting, harvesting, and blending teas and tisanes / Cassie Liversidge."	31182020980297		
631.584 R	"Organic manifesto : how organic farming can heal our planet, feed the world, and keep us safe / Maria Rodale   foreward by Eric Schlosser."	31182019074938		
631.585 L	Hydroponics for houseplants : an indoor gardener's guide to growing without soil / Peter Loewer.	31182034453513		
631.585 R	Hydroponics for the home grower / Howard M. Resh.	31182034453505		
631.875 C	"Organic composting handbook : techniques for a healthy, abundant garden / Dede Cummings   foreword by Cheryl Wilfong."	31182033410639		
